location,date,vaccine,total_vaccinations
Latvia,2021-11-20,Moderna,354391
Latvia,2021-11-20,Pfizer/BioNTech,1301540
Latvia,2021-11-21,Johnson&Johnson,264288
Latvia,2021-11-21,Moderna,355157
Latvia,2021-11-21,Pfizer/BioNTech,1302312
Latvia,2021-11-22,Johnson&Johnson,265215
Latvia,2021-11-22,Moderna,360498
Latvia,2021-11-22,Oxford/AstraZeneca,262158
Latvia,2021-11-22,Pfizer/BioNTech,1306808
Latvia,2021-11-23,Johnson&Johnson,266283
Latvia,2021-11-23,Moderna,367186
Latvia,2021-11-23,Oxford/AstraZeneca,262187
Latvia,2021-11-23,Pfizer/BioNTech,1310677
Latvia,2021-11-24,Johnson&Johnson,267465
Latvia,2021-11-24,Moderna,374212
Latvia,2021-11-24,Oxford/AstraZeneca,262338
Latvia,2021-11-24,Pfizer/BioNTech,1314771
Latvia,2021-11-25,Johnson&Johnson,268470
Latvia,2021-11-25,Moderna,381632
Latvia,2021-11-25,Oxford/AstraZeneca,262357
Latvia,2021-11-25,Pfizer/BioNTech,1318239
Latvia,2021-11-26,Johnson&Johnson,269595
Latvia,2021-11-26,Moderna,389829
Latvia,2021-11-26,Oxford/AstraZeneca,262377
Latvia,2021-11-26,Pfizer/BioNTech,1322819
Latvia,2021-11-27,Johnson&Johnson,270290
Latvia,2021-11-27,Moderna,393111
Latvia,2021-11-27,Pfizer/BioNTech,1325409
Latvia,2021-11-28,Johnson&Johnson,270530
Latvia,2021-11-28,Moderna,394329
Latvia,2021-11-28,Oxford/AstraZeneca,262378
Latvia,2021-11-28,Pfizer/BioNTech,1326189
Latvia,2021-11-29,Johnson&Johnson,271313
Latvia,2021-11-29,Moderna,400181
Latvia,2021-11-29,Oxford/AstraZeneca,262395
Latvia,2021-11-29,Pfizer/BioNTech,1329412
Latvia,2021-11-30,Johnson&Johnson,272038
Latvia,2021-11-30,Moderna,407653
Latvia,2021-11-30,Oxford/AstraZeneca,262402
Latvia,2021-11-30,Pfizer/BioNTech,1332767
Latvia,2021-12-01,Johnson&Johnson,272824
Latvia,2021-12-01,Moderna,415852
Latvia,2021-12-01,Pfizer/BioNTech,1336668
Latvia,2021-12-02,Johnson&Johnson,273572
Latvia,2021-12-02,Moderna,424048
Latvia,2021-12-02,Pfizer/BioNTech,1340331
Latvia,2021-12-03,Johnson&Johnson,274206
Latvia,2021-12-03,Moderna,432524
Latvia,2021-12-03,Pfizer/BioNTech,1345083
Latvia,2021-12-04,Johnson&Johnson,274613
Latvia,2021-12-04,Moderna,436277
Latvia,2021-12-04,Pfizer/BioNTech,1347970
Latvia,2021-12-05,Johnson&Johnson,274734
Latvia,2021-12-05,Moderna,437345
Latvia,2021-12-05,Pfizer/BioNTech,1348822
Latvia,2021-12-06,Johnson&Johnson,275200
Latvia,2021-12-06,Moderna,443182
Latvia,2021-12-06,Oxford/AstraZeneca,262404
Latvia,2021-12-06,Pfizer/BioNTech,1352295
Latvia,2021-12-07,Johnson&Johnson,275719
Latvia,2021-12-07,Moderna,451544
Latvia,2021-12-07,Oxford/AstraZeneca,262423
Latvia,2021-12-07,Pfizer/BioNTech,1356634
Latvia,2021-12-08,Johnson&Johnson,276270
Latvia,2021-12-08,Moderna,459914
Latvia,2021-12-08,Oxford/AstraZeneca,262425
Latvia,2021-12-08,Pfizer/BioNTech,1361309
Latvia,2021-12-09,Johnson&Johnson,276868
Latvia,2021-12-09,Moderna,468704
Latvia,2021-12-09,Oxford/AstraZeneca,262433
Latvia,2021-12-09,Pfizer/BioNTech,1364872
Latvia,2021-12-10,Johnson&Johnson,277452
Latvia,2021-12-10,Moderna,477733
Latvia,2021-12-10,Oxford/AstraZeneca,262437
Latvia,2021-12-10,Pfizer/BioNTech,1369378
Latvia,2021-12-11,Johnson&Johnson,277831
Latvia,2021-12-11,Moderna,481113
Latvia,2021-12-11,Pfizer/BioNTech,1372516
Latvia,2021-12-12,Johnson&Johnson,277946
Latvia,2021-12-12,Moderna,482070
Latvia,2021-12-12,Pfizer/BioNTech,1373487
Latvia,2021-12-13,Johnson&Johnson,278350
Latvia,2021-12-13,Moderna,487669
Latvia,2021-12-13,Oxford/AstraZeneca,262445
Latvia,2021-12-13,Pfizer/BioNTech,1376707
Latvia,2021-12-14,Johnson&Johnson,278821
Latvia,2021-12-14,Moderna,496032
Latvia,2021-12-14,Oxford/AstraZeneca,262474
Latvia,2021-12-14,Pfizer/BioNTech,1381333
Latvia,2021-12-15,Johnson&Johnson,279374
Latvia,2021-12-15,Moderna,504807
Latvia,2021-12-15,Oxford/AstraZeneca,262477
Latvia,2021-12-15,Pfizer/BioNTech,1386428
Latvia,2021-12-16,Johnson&Johnson,279943
Latvia,2021-12-16,Moderna,512041
Latvia,2021-12-16,Oxford/AstraZeneca,262480
Latvia,2021-12-16,Pfizer/BioNTech,1391469
Latvia,2021-12-17,Johnson&Johnson,280473
Latvia,2021-12-17,Moderna,519217
Latvia,2021-12-17,Oxford/AstraZeneca,262491
Latvia,2021-12-17,Pfizer/BioNTech,1397399
Latvia,2021-12-18,Johnson&Johnson,280727
Latvia,2021-12-18,Moderna,521612
Latvia,2021-12-18,Oxford/AstraZeneca,262492
Latvia,2021-12-18,Pfizer/BioNTech,1400443
Latvia,2021-12-19,Johnson&Johnson,280805
Latvia,2021-12-19,Moderna,522357
Latvia,2021-12-19,Pfizer/BioNTech,1401237
Latvia,2021-12-20,Johnson&Johnson,281309
Latvia,2021-12-20,Moderna,527814
Latvia,2021-12-20,Oxford/AstraZeneca,262500
Latvia,2021-12-20,Pfizer/BioNTech,1405597
Latvia,2021-12-21,Johnson&Johnson,281860
Latvia,2021-12-21,Moderna,535352
Latvia,2021-12-21,Pfizer/BioNTech,1410530
Latvia,2021-12-22,Johnson&Johnson,282321
Latvia,2021-12-22,Moderna,542631
Latvia,2021-12-22,Pfizer/BioNTech,1416336
Latvia,2021-12-23,Johnson&Johnson,282705
Latvia,2021-12-23,Moderna,546830
Latvia,2021-12-23,Pfizer/BioNTech,1420346
Latvia,2021-12-24,Johnson&Johnson,282713
Latvia,2021-12-24,Moderna,546927
Latvia,2021-12-24,Pfizer/BioNTech,1420422
Latvia,2021-12-25,Johnson&Johnson,282727
Latvia,2021-12-25,Moderna,547145
Latvia,2021-12-25,Oxford/AstraZeneca,262501
Latvia,2021-12-25,Pfizer/BioNTech,1420731
Latvia,2021-12-26,Johnson&Johnson,282756
Latvia,2021-12-26,Moderna,547351
Latvia,2021-12-26,Pfizer/BioNTech,1420940
Latvia,2021-12-27,Johnson&Johnson,283098
Latvia,2021-12-27,Moderna,552938
Latvia,2021-12-27,Oxford/AstraZeneca,262502
Latvia,2021-12-27,Pfizer/BioNTech,1425538
Latvia,2021-12-28,Johnson&Johnson,283521
Latvia,2021-12-28,Moderna,559587
Latvia,2021-12-28,Oxford/AstraZeneca,262517
Latvia,2021-12-28,Pfizer/BioNTech,1431029
Latvia,2021-12-29,Johnson&Johnson,283870
Latvia,2021-12-29,Moderna,565685
Latvia,2021-12-29,Pfizer/BioNTech,1436884
Latvia,2021-12-30,Johnson&Johnson,284245
Latvia,2021-12-30,Moderna,569031
Latvia,2021-12-30,Pfizer/BioNTech,1440443
Latvia,2021-12-31,Johnson&Johnson,284248
Latvia,2021-12-31,Moderna,569064
Latvia,2021-12-31,Pfizer/BioNTech,1440490
Latvia,2022-01-01,Moderna,569096
Latvia,2022-01-01,Pfizer/BioNTech,1440539
Latvia,2022-01-02,Johnson&Johnson,284282
Latvia,2022-01-02,Moderna,569638
Latvia,2022-01-02,Pfizer/BioNTech,1441258
Latvia,2022-01-03,Johnson&Johnson,284594
Latvia,2022-01-03,Moderna,573617
Latvia,2022-01-03,Pfizer/BioNTech,1445335
Latvia,2022-01-04,Johnson&Johnson,284945
Latvia,2022-01-04,Moderna,579796
Latvia,2022-01-04,Pfizer/BioNTech,1450800
Latvia,2022-01-05,Johnson&Johnson,285256
Latvia,2022-01-05,Moderna,586596
Latvia,2022-01-05,Pfizer/BioNTech,1456732
Latvia,2022-01-06,Johnson&Johnson,285608
Latvia,2022-01-06,Moderna,594046
Latvia,2022-01-06,Pfizer/BioNTech,1462497
Latvia,2022-01-07,Johnson&Johnson,285962
Latvia,2022-01-07,Moderna,601846
Latvia,2022-01-07,Oxford/AstraZeneca,262524
Latvia,2022-01-07,Pfizer/BioNTech,1469783
Latvia,2022-01-08,Johnson&Johnson,286171
Latvia,2022-01-08,Moderna,605044
Latvia,2022-01-08,Pfizer/BioNTech,1474322
Latvia,2022-01-09,Johnson&Johnson,286224
Latvia,2022-01-09,Moderna,605846
Latvia,2022-01-09,Pfizer/BioNTech,1475238
Latvia,2022-01-10,Johnson&Johnson,286495
Latvia,2022-01-10,Moderna,610310
Latvia,2022-01-10,Oxford/AstraZeneca,262526
Latvia,2022-01-10,Pfizer/BioNTech,1479872
Latvia,2022-01-11,Johnson&Johnson,286834
Latvia,2022-01-11,Moderna,616891
Latvia,2022-01-11,Oxford/AstraZeneca,262538
Latvia,2022-01-11,Pfizer/BioNTech,1485226
Latvia,2022-01-12,Johnson&Johnson,287101
Latvia,2022-01-12,Moderna,623115
Latvia,2022-01-12,Pfizer/BioNTech,1490722
Latvia,2022-01-13,Johnson&Johnson,287416
Latvia,2022-01-13,Moderna,628895
Latvia,2022-01-13,Pfizer/BioNTech,1495789
Latvia,2022-01-14,Johnson&Johnson,287708
Latvia,2022-01-14,Moderna,635304
Latvia,2022-01-14,Oxford/AstraZeneca,262547
Latvia,2022-01-14,Pfizer/BioNTech,1502408
Latvia,2022-01-15,Johnson&Johnson,287875
Latvia,2022-01-15,Moderna,637294
Latvia,2022-01-15,Pfizer/BioNTech,1505366
Latvia,2022-01-16,Johnson&Johnson,287935
Latvia,2022-01-16,Moderna,637974
Latvia,2022-01-16,Pfizer/BioNTech,1506324
Latvia,2022-01-17,Johnson&Johnson,288148
Latvia,2022-01-17,Moderna,641191
Latvia,2022-01-17,Oxford/AstraZeneca,262548
Latvia,2022-01-17,Pfizer/BioNTech,1510103
Latvia,2022-01-18,Johnson&Johnson,288415
Latvia,2022-01-18,Moderna,645895
Latvia,2022-01-18,Pfizer/BioNTech,1514798
Latvia,2022-01-19,Johnson&Johnson,288671
Latvia,2022-01-19,Moderna,650969
Latvia,2022-01-19,Oxford/AstraZeneca,262551
Latvia,2022-01-19,Pfizer/BioNTech,1519530
Latvia,2022-01-20,Johnson&Johnson,288896
Latvia,2022-01-20,Moderna,655459
Latvia,2022-01-20,Oxford/AstraZeneca,262560
Latvia,2022-01-20,Pfizer/BioNTech,1524056
Latvia,2022-01-21,Johnson&Johnson,289132
Latvia,2022-01-21,Moderna,659704
Latvia,2022-01-21,Oxford/AstraZeneca,262564
Latvia,2022-01-21,Pfizer/BioNTech,1529517
Latvia,2022-01-22,Johnson&Johnson,289273
Latvia,2022-01-22,Moderna,661273
Latvia,2022-01-22,Pfizer/BioNTech,1532047
Latvia,2022-01-23,Johnson&Johnson,289323
Latvia,2022-01-23,Moderna,661672
Latvia,2022-01-23,Pfizer/BioNTech,1532922
Latvia,2022-01-24,Johnson&Johnson,289501
Latvia,2022-01-24,Moderna,663866
Latvia,2022-01-24,Pfizer/BioNTech,1535943
Latvia,2022-01-25,Johnson&Johnson,289656
Latvia,2022-01-25,Moderna,666996
Latvia,2022-01-25,Pfizer/BioNTech,1539583
Latvia,2022-01-26,Johnson&Johnson,289825
Latvia,2022-01-26,Moderna,670442
Latvia,2022-01-26,Pfizer/BioNTech,1543284
Latvia,2022-01-27,Johnson&Johnson,290028
Latvia,2022-01-27,Moderna,673389
Latvia,2022-01-27,Pfizer/BioNTech,1546694
Latvia,2022-01-28,Johnson&Johnson,290256
Latvia,2022-01-28,Moderna,676494
Latvia,2022-01-28,Oxford/AstraZeneca,262572
Latvia,2022-01-28,Pfizer/BioNTech,1551450
Latvia,2022-01-29,Johnson&Johnson,290394
Latvia,2022-01-29,Moderna,677577
Latvia,2022-01-29,Pfizer/BioNTech,1553748
Latvia,2022-01-30,Johnson&Johnson,290423
Latvia,2022-01-30,Moderna,677947
Latvia,2022-01-30,Pfizer/BioNTech,1554339
Latvia,2022-01-31,Johnson&Johnson,290541
Latvia,2022-01-31,Moderna,679306
Latvia,2022-01-31,Oxford/AstraZeneca,262573
Latvia,2022-01-31,Pfizer/BioNTech,1556277
Latvia,2022-02-01,Johnson&Johnson,290694
Latvia,2022-02-01,Moderna,681162
Latvia,2022-02-01,Oxford/AstraZeneca,262575
Latvia,2022-02-01,Pfizer/BioNTech,1558704
Latvia,2022-02-02,Johnson&Johnson,290808
Latvia,2022-02-02,Moderna,683259
Latvia,2022-02-02,Oxford/AstraZeneca,262577
Latvia,2022-02-02,Pfizer/BioNTech,1561133
Latvia,2022-02-03,Johnson&Johnson,290934
Latvia,2022-02-03,Moderna,685324
Latvia,2022-02-03,Oxford/AstraZeneca,262585
Latvia,2022-02-03,Pfizer/BioNTech,1563464
Latvia,2022-02-04,Johnson&Johnson,291060
Latvia,2022-02-04,Moderna,687568
Latvia,2022-02-04,Pfizer/BioNTech,1566610
Latvia,2022-02-05,Johnson&Johnson,291159
Latvia,2022-02-05,Moderna,688228
Latvia,2022-02-05,Pfizer/BioNTech,1567922
Latvia,2022-02-06,Johnson&Johnson,291179
Latvia,2022-02-06,Moderna,688358
Latvia,2022-02-06,Pfizer/BioNTech,1568206
Latvia,2022-02-07,Johnson&Johnson,291253
Latvia,2022-02-07,Moderna,689365
Latvia,2022-02-07,Pfizer/BioNTech,1569761
Latvia,2022-02-08,Johnson&Johnson,291356
Latvia,2022-02-08,Moderna,690758
Latvia,2022-02-08,Pfizer/BioNTech,1571797
Latvia,2022-02-09,Johnson&Johnson,291466
Latvia,2022-02-09,Moderna,692127
Latvia,2022-02-09,Pfizer/BioNTech,1573726
Latvia,2022-02-10,Johnson&Johnson,291592
Latvia,2022-02-10,Moderna,693716
Latvia,2022-02-10,Pfizer/BioNTech,1575677
Latvia,2022-02-11,Johnson&Johnson,291706
Latvia,2022-02-11,Moderna,695417
Latvia,2022-02-11,Oxford/AstraZeneca,262588
Latvia,2022-02-11,Pfizer/BioNTech,1578409
Latvia,2022-02-12,Johnson&Johnson,291774
Latvia,2022-02-12,Moderna,696010
Latvia,2022-02-12,Pfizer/BioNTech,1579585
Latvia,2022-02-13,Johnson&Johnson,291784
Latvia,2022-02-13,Moderna,696110
Latvia,2022-02-13,Pfizer/BioNTech,1579844
Latvia,2022-02-14,Johnson&Johnson,291846
Latvia,2022-02-14,Moderna,696858
Latvia,2022-02-14,Pfizer/BioNTech,1580979
Latvia,2022-02-15,Johnson&Johnson,291915
Latvia,2022-02-15,Moderna,697775
Latvia,2022-02-15,Oxford/AstraZeneca,262597
Latvia,2022-02-15,Pfizer/BioNTech,1582315
Latvia,2022-02-16,Johnson&Johnson,291991
Latvia,2022-02-16,Moderna,698665
Latvia,2022-02-16,Oxford/AstraZeneca,262598
Latvia,2022-02-16,Pfizer/BioNTech,1583546
Latvia,2022-02-17,Johnson&Johnson,292053
Latvia,2022-02-17,Moderna,699450
Latvia,2022-02-17,Pfizer/BioNTech,1584674
Latvia,2022-02-18,Johnson&Johnson,292116
Latvia,2022-02-18,Moderna,700217
Latvia,2022-02-18,Pfizer/BioNTech,1586354
Latvia,2022-02-19,Johnson&Johnson,292157
Latvia,2022-02-19,Moderna,700524
Latvia,2022-02-19,Pfizer/BioNTech,1587098
Latvia,2022-02-20,Johnson&Johnson,292165
Latvia,2022-02-20,Moderna,700584
Latvia,2022-02-20,Pfizer/BioNTech,1587236
Latvia,2022-02-21,Johnson&Johnson,292223
Latvia,2022-02-21,Moderna,701038
Latvia,2022-02-21,Pfizer/BioNTech,1588101
Latvia,2022-02-22,Johnson&Johnson,292276
Latvia,2022-02-22,Moderna,701665
Latvia,2022-02-22,Pfizer/BioNTech,1589100
Latvia,2022-02-23,Johnson&Johnson,292300
Latvia,2022-02-23,Moderna,702252
Latvia,2022-02-23,Pfizer/BioNTech,1590214
Latvia,2022-02-24,Johnson&Johnson,292361
Latvia,2022-02-24,Moderna,702908
Latvia,2022-02-24,Pfizer/BioNTech,1591195
Latvia,2022-02-25,Johnson&Johnson,292432
Latvia,2022-02-25,Moderna,703707
Latvia,2022-02-25,Pfizer/BioNTech,1592744
Latvia,2022-02-26,Johnson&Johnson,292482
Latvia,2022-02-26,Moderna,704003
Latvia,2022-02-26,Pfizer/BioNTech,1593393
Latvia,2022-02-27,Johnson&Johnson,292485
Latvia,2022-02-27,Moderna,704031
Latvia,2022-02-27,Pfizer/BioNTech,1593487
Latvia,2022-02-28,Johnson&Johnson,292530
Latvia,2022-02-28,Moderna,704461
Latvia,2022-02-28,Novavax,4
Latvia,2022-02-28,Pfizer/BioNTech,1594294
Latvia,2022-03-01,Johnson&Johnson,292558
Latvia,2022-03-01,Moderna,704851
Latvia,2022-03-01,Novavax,14
Latvia,2022-03-01,Pfizer/BioNTech,1595109
Latvia,2022-03-02,Johnson&Johnson,292571
Latvia,2022-03-02,Moderna,705298
Latvia,2022-03-02,Novavax,29
Latvia,2022-03-02,Pfizer/BioNTech,1595913
Latvia,2022-03-03,Johnson&Johnson,292592
Latvia,2022-03-03,Moderna,705643
Latvia,2022-03-03,Novavax,40
Latvia,2022-03-03,Pfizer/BioNTech,1596718
Latvia,2022-03-04,Johnson&Johnson,292640
Latvia,2022-03-04,Moderna,706079
Latvia,2022-03-04,Novavax,45
Latvia,2022-03-04,Pfizer/BioNTech,1597906
Latvia,2022-03-05,Johnson&Johnson,292660
Latvia,2022-03-05,Moderna,706206
Latvia,2022-03-05,Novavax,57
Latvia,2022-03-05,Pfizer/BioNTech,1598328
Latvia,2022-03-06,Johnson&Johnson,292663
Latvia,2022-03-06,Moderna,706234
Latvia,2022-03-06,Novavax,59
Latvia,2022-03-06,Pfizer/BioNTech,1598411
Latvia,2022-03-07,Johnson&Johnson,292685
Latvia,2022-03-07,Moderna,706422
Latvia,2022-03-07,Pfizer/BioNTech,1598887
Latvia,2022-03-08,Johnson&Johnson,292717
Latvia,2022-03-08,Moderna,706625
Latvia,2022-03-08,Novavax,61
Latvia,2022-03-08,Pfizer/BioNTech,1599446
Latvia,2022-03-09,Johnson&Johnson,292741
Latvia,2022-03-09,Moderna,707050
Latvia,2022-03-09,Novavax,79
Latvia,2022-03-09,Pfizer/BioNTech,1600218
Latvia,2022-03-10,Johnson&Johnson,292764
Latvia,2022-03-10,Moderna,707351
Latvia,2022-03-10,Novavax,90
Latvia,2022-03-10,Pfizer/BioNTech,1600781
Latvia,2022-03-11,Johnson&Johnson,292818
Latvia,2022-03-11,Moderna,707756
Latvia,2022-03-11,Novavax,105
Latvia,2022-03-11,Pfizer/BioNTech,1601686
Latvia,2022-03-12,Johnson&Johnson,292830
Latvia,2022-03-12,Moderna,707838
Latvia,2022-03-12,Oxford/AstraZeneca,262599
Latvia,2022-03-12,Pfizer/BioNTech,1601941
Latvia,2022-03-13,Johnson&Johnson,292832
Latvia,2022-03-13,Moderna,707840
Latvia,2022-03-13,Pfizer/BioNTech,1601963
Latvia,2022-03-14,Johnson&Johnson,292864
Latvia,2022-03-14,Moderna,707994
Latvia,2022-03-14,Novavax,114
Latvia,2022-03-14,Pfizer/BioNTech,1602409
Latvia,2022-03-15,Johnson&Johnson,292891
Latvia,2022-03-15,Moderna,708248
Latvia,2022-03-15,Novavax,124
Latvia,2022-03-15,Pfizer/BioNTech,1603033
Latvia,2022-03-16,Johnson&Johnson,292939
Latvia,2022-03-16,Moderna,708533
Latvia,2022-03-16,Novavax,143
Latvia,2022-03-16,Oxford/AstraZeneca,262600
Latvia,2022-03-16,Pfizer/BioNTech,1603715
Latvia,2022-03-17,Johnson&Johnson,292972
Latvia,2022-03-17,Moderna,708785
Latvia,2022-03-17,Pfizer/BioNTech,1604192
Latvia,2022-03-18,Johnson&Johnson,293005
Latvia,2022-03-18,Moderna,709085
Latvia,2022-03-18,Novavax,148
Latvia,2022-03-18,Pfizer/BioNTech,1605094
Latvia,2022-03-19,Johnson&Johnson,293011
Latvia,2022-03-19,Moderna,709134
Latvia,2022-03-19,Pfizer/BioNTech,1605239
Latvia,2022-03-20,Johnson&Johnson,293013
Latvia,2022-03-20,Moderna,709148
Latvia,2022-03-20,Pfizer/BioNTech,1605266
Latvia,2022-03-21,Johnson&Johnson,293038
Latvia,2022-03-21,Moderna,709287
Latvia,2022-03-21,Novavax,152
Latvia,2022-03-21,Pfizer/BioNTech,1605661
Latvia,2022-03-22,Johnson&Johnson,293071
Latvia,2022-03-22,Moderna,709476
Latvia,2022-03-22,Novavax,161
Latvia,2022-03-22,Pfizer/BioNTech,1606125
Latvia,2022-03-23,Johnson&Johnson,293093
Latvia,2022-03-23,Moderna,709761
Latvia,2022-03-23,Novavax,182
Latvia,2022-03-23,Pfizer/BioNTech,1606796
Latvia,2022-03-24,Johnson&Johnson,293119
Latvia,2022-03-24,Moderna,709922
Latvia,2022-03-24,Novavax,187
Latvia,2022-03-24,Pfizer/BioNTech,1607108
Latvia,2022-03-25,Johnson&Johnson,293145
Latvia,2022-03-25,Moderna,710144
Latvia,2022-03-25,Novavax,193
Latvia,2022-03-25,Pfizer/BioNTech,1607656
Liechtenstein,2021-01-08,Johnson&Johnson,0
Liechtenstein,2021-01-08,Moderna,0
Liechtenstein,2021-01-08,Pfizer/BioNTech,4
Liechtenstein,2021-01-15,Johnson&Johnson,0
Liechtenstein,2021-01-15,Moderna,5
Liechtenstein,2021-01-15,Pfizer/BioNTech,39
Liechtenstein,2021-01-22,Johnson&Johnson,0
Liechtenstein,2021-01-22,Moderna,43
Liechtenstein,2021-01-22,Pfizer/BioNTech,335
Liechtenstein,2021-01-29,Johnson&Johnson,0
Liechtenstein,2021-01-29,Moderna,346
Liechtenstein,2021-01-29,Pfizer/BioNTech,470
Liechtenstein,2021-02-05,Johnson&Johnson,0
Liechtenstein,2021-02-05,Moderna,411
Liechtenstein,2021-02-05,Pfizer/BioNTech,512
Liechtenstein,2021-02-12,Johnson&Johnson,0
Liechtenstein,2021-02-12,Moderna,457
Liechtenstein,2021-02-12,Pfizer/BioNTech,802
Liechtenstein,2021-02-19,Johnson&Johnson,0
Liechtenstein,2021-02-19,Moderna,1035
Liechtenstein,2021-02-19,Pfizer/BioNTech,917
Liechtenstein,2021-02-26,Johnson&Johnson,0
Liechtenstein,2021-02-26,Moderna,1323
Liechtenstein,2021-02-26,Pfizer/BioNTech,1354
Liechtenstein,2021-03-05,Johnson&Johnson,0
Liechtenstein,2021-03-05,Moderna,1365
Liechtenstein,2021-03-05,Pfizer/BioNTech,1898
Liechtenstein,2021-03-12,Johnson&Johnson,0
Liechtenstein,2021-03-12,Moderna,2029
Liechtenstein,2021-03-12,Pfizer/BioNTech,1913
Liechtenstein,2021-03-19,Johnson&Johnson,0
Liechtenstein,2021-03-19,Moderna,2584
Liechtenstein,2021-03-19,Pfizer/BioNTech,1993
Liechtenstein,2021-03-26,Johnson&Johnson,0
Liechtenstein,2021-03-26,Moderna,2592
Liechtenstein,2021-03-26,Pfizer/BioNTech,3136
Liechtenstein,2021-04-02,Johnson&Johnson,0
Liechtenstein,2021-04-02,Moderna,3081
Liechtenstein,2021-04-02,Pfizer/BioNTech,3679
Liechtenstein,2021-04-09,Johnson&Johnson,0
Liechtenstein,2021-04-09,Moderna,3979
Liechtenstein,2021-04-09,Pfizer/BioNTech,3689
Liechtenstein,2021-04-16,Johnson&Johnson,0
Liechtenstein,2021-04-16,Moderna,4519
Liechtenstein,2021-04-16,Pfizer/BioNTech,4628
Liechtenstein,2021-04-23,Johnson&Johnson,0
Liechtenstein,2021-04-23,Moderna,5373
Liechtenstein,2021-04-23,Pfizer/BioNTech,6409
Liechtenstein,2021-04-30,Johnson&Johnson,0
Liechtenstein,2021-04-30,Moderna,6374
Liechtenstein,2021-04-30,Pfizer/BioNTech,6973
Liechtenstein,2021-05-07,Johnson&Johnson,0
Liechtenstein,2021-05-07,Moderna,7725
Liechtenstein,2021-05-07,Pfizer/BioNTech,6984
Liechtenstein,2021-05-14,Johnson&Johnson,0
Liechtenstein,2021-05-14,Moderna,8821
Liechtenstein,2021-05-14,Pfizer/BioNTech,7868
Liechtenstein,2021-05-21,Johnson&Johnson,0
Liechtenstein,2021-05-21,Moderna,10518
Liechtenstein,2021-05-21,Pfizer/BioNTech,8933
Liechtenstein,2021-05-28,Johnson&Johnson,0
Liechtenstein,2021-05-28,Moderna,11904
Liechtenstein,2021-05-28,Pfizer/BioNTech,9777
Liechtenstein,2021-06-04,Johnson&Johnson,0
Liechtenstein,2021-06-04,Moderna,14682
Liechtenstein,2021-06-04,Pfizer/BioNTech,9790
Liechtenstein,2021-06-11,Johnson&Johnson,0
Liechtenstein,2021-06-11,Moderna,16988
Liechtenstein,2021-06-11,Pfizer/BioNTech,10373
Liechtenstein,2021-06-18,Johnson&Johnson,0
Liechtenstein,2021-06-18,Moderna,19806
Liechtenstein,2021-06-18,Pfizer/BioNTech,10379
Liechtenstein,2021-06-25,Johnson&Johnson,0
Liechtenstein,2021-06-25,Moderna,20914
Liechtenstein,2021-06-25,Pfizer/BioNTech,10903
Liechtenstein,2021-07-02,Johnson&Johnson,0
Liechtenstein,2021-07-02,Moderna,23196
Liechtenstein,2021-07-02,Pfizer/BioNTech,10907
Liechtenstein,2021-07-09,Johnson&Johnson,0
Liechtenstein,2021-07-09,Moderna,25213
Liechtenstein,2021-07-09,Pfizer/BioNTech,11513
Liechtenstein,2021-07-16,Johnson&Johnson,0
Liechtenstein,2021-07-16,Moderna,27544
Liechtenstein,2021-07-16,Pfizer/BioNTech,11514
Liechtenstein,2021-07-23,Johnson&Johnson,0
Liechtenstein,2021-07-23,Moderna,27944
Liechtenstein,2021-07-23,Pfizer/BioNTech,11759
Liechtenstein,2021-07-30,Johnson&Johnson,0
Liechtenstein,2021-07-30,Moderna,27958
Liechtenstein,2021-07-30,Pfizer/BioNTech,11760
Liechtenstein,2021-08-06,Johnson&Johnson,0
Liechtenstein,2021-08-06,Moderna,27960
Liechtenstein,2021-08-06,Pfizer/BioNTech,11760
Liechtenstein,2021-08-13,Johnson&Johnson,0
Liechtenstein,2021-08-13,Moderna,29085
Liechtenstein,2021-08-13,Pfizer/BioNTech,12353
Liechtenstein,2021-08-20,Johnson&Johnson,0
Liechtenstein,2021-08-20,Moderna,29911
Liechtenstein,2021-08-20,Pfizer/BioNTech,12752
Liechtenstein,2021-08-27,Johnson&Johnson,0
Liechtenstein,2021-08-27,Moderna,30338
Liechtenstein,2021-08-27,Pfizer/BioNTech,13320
Liechtenstein,2021-09-03,Johnson&Johnson,0
Liechtenstein,2021-09-03,Moderna,30346
Liechtenstein,2021-09-03,Pfizer/BioNTech,13323
Liechtenstein,2021-09-10,Johnson&Johnson,0
Liechtenstein,2021-09-10,Moderna,30370
Liechtenstein,2021-09-10,Pfizer/BioNTech,13786
Liechtenstein,2021-09-17,Johnson&Johnson,0
Liechtenstein,2021-09-17,Moderna,31719
Liechtenstein,2021-09-17,Pfizer/BioNTech,14196
Liechtenstein,2021-09-24,Johnson&Johnson,0
Liechtenstein,2021-09-24,Moderna,32481
Liechtenstein,2021-09-24,Pfizer/BioNTech,14790
Liechtenstein,2021-10-01,Johnson&Johnson,0
Liechtenstein,2021-10-01,Moderna,32674
Liechtenstein,2021-10-01,Pfizer/BioNTech,14803
Liechtenstein,2021-10-08,Johnson&Johnson,0
Liechtenstein,2021-10-08,Moderna,32870
Liechtenstein,2021-10-08,Pfizer/BioNTech,14810
Liechtenstein,2021-10-15,Johnson&Johnson,2
Liechtenstein,2021-10-15,Moderna,33043
Liechtenstein,2021-10-15,Pfizer/BioNTech,14827
Liechtenstein,2021-10-22,Johnson&Johnson,9
